x y
8.516602088895449469e+02 5.733966614405682094e+01
8.557827294695414366e+02 5.448054968758060568e+01
8.599150929250914714e+02 5.160547135388458173e+01
8.639790496035509477e+02 4.878123402750838977e+01
8.678028993422433359e+02 4.625948403108969842e+01
8.714369954106539353e+02 4.427396650664115896e+01
8.754065118854541652e+02 4.263913687536643238e+01
8.799592958209234439e+02 4.088799980844254378e+01
8.847068472712073799e+02 3.903544892054310367e+01
8.893942216650773389e+02 3.720036578204417310e+01
8.939478611556415899e+02 3.520676604173428359e+01
8.983929860448156433e+02 3.315610966338266508e+01
9.026719538230486251e+02 3.125958510325739326e+01
9.067112190985025109e+02 2.964344342102214114e+01
9.104660030946469078e+02 2.817996076578054954e+01
9.141043530936582329e+02 2.703147968856433181e+01
9.172912196535485236e+02 2.608513133809015017e+01
9.191706060272531431e+02 2.517456410682132173e+01
9.204110017146388145e+02 2.451757553764485920e+01
9.212268180728816560e+02 2.448588387573238379e+01
9.231631475491359424e+02 2.408176983671489779e+01
9.233513815821352182e+02 2.604915468685800306e+01
9.225092126905308305e+02 3.017381596811543432e+01
9.212076047283886737e+02 3.484118838663749784e+01
9.200325869538894494e+02 3.954195026708879368e+01
9.187891234267410709e+02 4.428667500343829033e+01
9.175002252973218901e+02 4.906026437431091836e+01
9.159507799846464877e+02 5.377637571499337810e+01
9.143685216280257464e+02 5.850039975811165505e+01
9.127703924666135435e+02 6.322578082835167379e+01
9.111585655858544897e+02 6.794744945828995242e+01
9.095457240689067930e+02 7.266986263116478995e+01
9.079237539715028333e+02 7.739030540098281108e+01
9.062940034452158216e+02 8.210931097308866811e+01
9.046559312448982837e+02 8.682675160857814944e+01
9.030127735442181347e+02 9.154383636164419613e+01
9.013639957256064008e+02 9.626042965342418256e+01
8.997118953815866007e+02 1.009774087907485409e+02
8.980587655236316778e+02 1.056956495763752741e+02
8.964040823003556397e+02 1.104150176852714935e+02
8.947510855305107498e+02 1.151367291103456978e+02
8.930992538308423718e+02 1.198606479142114267e+02
8.914508914529268395e+02 1.245876434405273017e+02
8.898082881678305966e+02 1.293186412455037839e+02
8.881709868999439550e+02 1.340533313103422302e+02
8.865420058232665497e+02 1.387935867314267853e+02
8.849219948531576847e+02 1.435328914468757660e+02
8.833085434332713248e+02 1.482609429386841953e+02
8.816886699000983754e+02 1.529738598911025633e+02
8.800531412681377788e+02 1.576664462766835015e+02
8.783919477527849722e+02 1.623523785079246124e+02
8.767296812700444661e+02 1.670950423452842983e+02
8.750829442166715353e+02 1.719211016659870950e+02
8.735174312581606273e+02 1.768408460261984487e+02
8.720048392648252502e+02 1.818444619884144231e+02
8.706657872131227123e+02 1.869429017296738778e+02
8.695211182824375555e+02 1.921097851070261129e+02
8.687349632466667799e+02 1.973629079505976165e+02
8.683245638473921417e+02 2.026816672226062224e+02
8.682960701777517443e+02 2.080272232897090703e+02
8.684315165416621767e+02 2.133545801520506018e+02
8.687831683545978194e+02 2.186520593578391072e+02
8.693934427625058561e+02 2.239019678741506425e+02
8.702132621587371659e+02 2.290958029628637007e+02
8.712256775159075914e+02 2.342386074152394997e+02
8.725077809823819734e+02 2.393100417936940687e+02
8.740103920755002491e+02 2.443112381136914451e+02
8.756334458247188195e+02 2.492701616574340449e+02
8.774695218955231439e+02 2.541537942382103097e+02
8.795627958789341392e+02 2.589336787948810752e+02
8.817862398848957355e+02 2.636572080310248225e+02
8.841380392477367423e+02 2.683237115697235140e+02
8.868008114985304928e+02 2.728485625985766774e+02
8.896442059033986425e+02 2.773085789843061093e+02
8.924515097285325282e+02 2.818468711729697134e+02
8.957056580180980063e+02 2.861297735652515257e+02
8.994298314080135697e+02 2.900375935929158686e+02
9.031354521174696401e+02 2.939007042924438906e+02
9.069417323919670935e+02 2.975843731786110311e+02
9.111745251270425570e+02 3.006632496224635815e+02
9.153896911091563879e+02 3.036334993216347016e+02
9.194622185679094173e+02 3.067206070255718942e+02
9.235987837492240260e+02 3.096957255663155024e+02
9.278391547711407839e+02 3.124942679258995781e+02
9.321003235402498603e+02 3.152341932016725536e+02
9.363250797946402599e+02 3.180048922537663429e+02
9.405553605451933663e+02 3.207429932240045787e+02
9.447875294065649996e+02 3.234531801550488126e+02
9.490143605862979257e+02 3.261448582976673833e+02
9.532465377799549060e+02 3.288019332299850248e+02
9.574810239407172503e+02 3.314468893205293512e+02
9.617148905573624234e+02 3.340978470599961838e+02
9.659489176473790621e+02 3.367526255880286499e+02
9.701846348438210725e+02 3.394095102595653088e+02
9.744233729089696681e+02 3.420666563534729789e+02
9.786665289306719160e+02 3.447222546253933047e+02
9.829154279731939141e+02 3.473744489706444938e+02
9.871716292971267421e+02 3.500215230322980347e+02
9.914343872637787172e+02 3.526607849369249834e+02
9.957005612065784135e+02 3.552913934466395744e+02
9.999685303083093686e+02 3.579149293405422441e+02
1.004237108694242352e+03 3.605332448751506149e+02
1.008504998118126196e+03 3.631481166935764691e+02
1.012770930940214271e+03 3.657613385552774048e+02
1.017033109986952013e+03 3.683755486539424169e+02
1.021291313681172028e+03 3.709908265413694721e+02
1.025543749632583513e+03 3.736098039737834711e+02
1.029789150746916221e+03 3.762342583525297641e+02
1.034026252531136606e+03 3.788659636553979340e+02
1.038253785607910459e+03 3.815066877635715628e+02
1.042470509734300322e+03 3.841582112359238295e+02
1.046675077091249705e+03 3.868222462659021517e+02
1.050932059246693370e+03 3.893990259560592904e+02
1.055179363798386476e+03 3.919843479908887502e+02
1.059414664020713644e+03 3.945912211659266404e+02
1.063531184284408937e+03 3.973258445132973975e+02
1.067453264719848448e+03 4.001753285756514629e+02
1.071175815441990835e+03 4.030866366368286435e+02
1.074650162516908267e+03 4.061073566886541926e+02
1.078033408563078410e+03 4.091136398632643818e+02
1.081092048941733992e+03 4.125061864958011597e+02
1.083768959689814665e+03 4.163186364275621827e+02
1.086473452024858489e+03 4.201733139512692219e+02
1.089106004437740012e+03 4.241248793302044078e+02
1.091337169800836591e+03 4.283077291720737207e+02
1.093397249981174582e+03 4.325757336955052779e+02
1.095322625480869192e+03 4.369286664901509880e+02
1.097181850972983057e+03 4.413515736411605985e+02
1.099035146648622685e+03 4.458336984505978648e+02
1.100790805972507314e+03 4.504180487600033302e+02
1.102387559988395878e+03 4.551318566902460816e+02
1.104076865404365208e+03 4.598908295370218298e+02
1.105938998796516898e+03 4.646724904959315268e+02
1.107781272949495133e+03 4.695462413809965483e+02
1.109718985934243847e+03 4.744484400819367238e+02
1.111796605565280970e+03 4.793422130249779229e+02
1.114144537809170288e+03 4.841464298228976872e+02
1.117012618699882751e+03 4.886799803308510945e+02
1.120143118010476201e+03 4.930464245024838874e+02
1.123580246400456190e+03 4.971935129267716320e+02
1.127241279089118962e+03 5.012073246406611133e+02
1.131250390434237033e+03 5.049353326039808962e+02
1.135699894746383052e+03 5.080762452912149456e+02
1.140370493216583327e+03 5.107948024023835387e+02
1.145140055306992281e+03 5.132757837773368692e+02
1.150002745405944552e+03 5.155024109687269629e+02
1.154897702086100026e+03 5.175582198441034052e+02
1.159790329567510526e+03 5.194593106686246529e+02
1.164644826178398034e+03 5.212173789964609796e+02
1.169420965335242727e+03 5.228191085288128761e+02
1.173996310577328131e+03 5.243969317753599171e+02
1.178303983028907851e+03 5.260569921560820603e+02
1.182331305104993135e+03 5.279015142470921091e+02
1.186068732240425561e+03 5.300196470631810826e+02
1.189586679030149980e+03 5.326859810696831801e+02
1.193081205685810801e+03 5.359735500404312916e+02
1.196844223169668567e+03 5.393257995564039220e+02
1.200363056034658257e+03 5.426150594228211048e+02
1.203317680290612316e+03 5.458814378585009308e+02
1.205770260965731723e+03 5.493694692658439180e+02
1.207741236789395543e+03 5.531938083408205102e+02
1.209377499991841887e+03 5.572543507842718782e+02
1.210879100197513253e+03 5.614965206422243682e+02
1.212056894422735240e+03 5.659761642464370652e+02
1.212940116344137095e+03 5.706476779753861592e+02
1.213507265253536389e+03 5.754744220428331118e+02
1.213973329934651019e+03 5.803920214073016268e+02
1.214436480912521574e+03 5.853615717814473101e+02
1.214869004976746282e+03 5.903738326257862354e+02
1.215318225521022896e+03 5.954228555490576582e+02
1.215830875075255562e+03 6.005024483898041581e+02
1.216447335605033231e+03 6.056072177857286079e+02
1.217333751421196894e+03 6.107094033735845642e+02
1.218576792034558821e+03 6.157771785371825217e+02
1.220041626377836565e+03 6.208263379886548137e+02
1.221488800916080436e+03 6.259352217888441601e+02
1.223279406374040491e+03 6.309708879120751135e+02
1.225460052231645705e+03 6.358560674445807308e+02
1.227959545157836601e+03 6.405912425629810514e+02
1.230792473567013758e+03 6.451333161456543621e+02
1.233766148275325122e+03 6.495744484597641986e+02
1.236841477853751030e+03 6.539390114267619083e+02
1.240122115117339035e+03 6.581386072363284256e+02
1.243615757119986711e+03 6.621375065225327035e+02
1.247269423469841968e+03 6.659500793303666342e+02
1.251001106951401880e+03 6.696508452407654204e+02
1.254899888585313420e+03 6.731460198718248193e+02
1.259167792612534868e+03 6.761560371371338078e+02
1.263530545228289384e+03 6.789863937873988107e+02
1.267777835370219009e+03 6.819573938260107298e+02
1.272113858314138724e+03 6.848003903244920139e+02
1.276472293574929608e+03 6.876286789622007518e+02
1.281023345278425495e+03 6.901377164303537484e+02
1.285773751822449867e+03 6.922972240038790233e+02
1.290536216983340182e+03 6.944751274478060168e+02
1.295321926600737470e+03 6.966553920353444482e+02
1.300228043037487851e+03 6.985964211880246921e+02
1.305293553529718793e+03 7.001139421764935378e+02
1.310434234181463580e+03 7.013649540700553189e+02
1.315648259722417606e+03 7.022738550599524388e+02
1.320880292391106423e+03 7.030526270640606299e+02
1.326137714804108555e+03 7.036843863718578405e+02
1.331413736925292142e+03 7.043065830910272780e+02
1.336726270279200435e+03 7.044557004548341865e+02
1.342039785317055703e+03 7.042310878907030656e+02
1.347353432543259487e+03 7.038338252258649845e+02
1.352674166325843544e+03 7.032805511658170872e+02
1.357852050844096539e+03 7.019497273853928618e+02
1.362919959245844439e+03 7.002767559580611305e+02
1.367947344603587680e+03 6.985247389313675512e+02
1.372880879842870399e+03 6.966261786738602950e+02
1.377663891033455002e+03 6.945633208876417939e+02
1.382319604837075303e+03 6.924118707079588830e+02
1.386869935980804257e+03 6.902446254997463484e+02
1.391336225914980787e+03 6.880758080546188467e+02
1.395783640494360498e+03 6.859081266621885788e+02
1.400255560920998505e+03 6.837677097031930771e+02
1.404747045351692122e+03 6.816463120756175158e+02
1.409256875240722366e+03 6.795373248167584279e+02
1.413777322269955221e+03 6.774384756516082007e+02
1.418305105144384015e+03 6.753515695792548286e+02
1.422868163944419166e+03 6.733413513948987656e+02
1.427447751565494627e+03 6.713696624247190812e+02
1.432032360979404984e+03 6.694137243655873135e+02
1.436621179951474232e+03 6.674733704124644191e+02
1.441211708086992758e+03 6.655502473084443409e+02
1.445808969549039375e+03 6.636417073949955920e+02
1.450360044290136557e+03 6.617383067178651572e+02
1.454732221192457018e+03 6.596249211852998542e+02
1.459130674372612930e+03 6.578627987575417819e+02
1.463301969687136307e+03 6.572682814240326934e+02
1.466774593576668849e+03 6.566895015452023472e+02
1.470516862154400542e+03 6.573198735057857220e+02
1.474639599752283175e+03 6.590058804300492739e+02
1.478787913121792144e+03 6.610384173745051157e+02
1.482882395436776960e+03 6.631892337339161259e+02
1.486962633374682582e+03 6.654570636346195442e+02
1.490966997584331011e+03 6.679547841068839489e+02
1.494914482228642328e+03 6.706482946309897670e+02
1.498555206763184515e+03 6.738356997987614250e+02
1.502143584248683283e+03 6.771295259867424647e+02
1.505688256264025085e+03 6.804883803478763866e+02
1.509465197818863544e+03 6.836038027752597372e+02
1.513211031184066542e+03 6.867905605671414833e+02
1.516892665942535587e+03 6.900669149883092359e+02
1.520485603114766718e+03 6.934211174617723827e+02
1.523988413822233042e+03 6.968358677132812318e+02
1.527313827490760787e+03 7.003904617436073750e+02
1.530533599242641230e+03 7.040045387956702143e+02
1.533631959522851048e+03 7.076879193154081804e+02
1.536651157354593124e+03 7.114055526524427933e+02
1.539550500845456554e+03 7.151928817858918137e+02
1.542533786157062195e+03 7.189292972354994617e+02
1.545323257871596752e+03 7.229478789406012993e+02
1.547953845204882327e+03 7.272940552832169487e+02
1.550822627815935675e+03 7.316889754891450366e+02
1.554006424866028965e+03 7.360952756315095939e+02
1.557480052058853062e+03 7.404978618205309431e+02
1.561782630136095804e+03 7.441334172811584722e+02
1.566446387691544714e+03 7.472646395471494998e+02
1.571385420082410064e+03 7.499240201980610436e+02
1.576518266787226366e+03 7.521567748769509762e+02
1.581795011185079375e+03 7.538879490042343150e+02
1.587153803042762775e+03 7.551183119678091771e+02
1.592554254652043937e+03 7.558975927398228123e+02
1.597943769328450571e+03 7.563678176062392140e+02
1.603348825009419215e+03 7.564538281984312107e+02
1.608773626886477132e+03 7.559538806129153272e+02
1.614180994552357106e+03 7.551108709354440407e+02
1.619557587334467826e+03 7.539119656496674224e+02
1.624898766695182076e+03 7.524342395675591888e+02
1.630102580583563849e+03 7.504962647895945338e+02
1.634839116983985605e+03 7.476164901610750348e+02
1.639362285760127861e+03 7.444541856401324367e+02
1.643734652985311186e+03 7.410845617885706815e+02
1.647671983848522132e+03 7.372090287650505616e+02
1.651105623818679533e+03 7.328896035302077507e+02
1.654546648575807922e+03 7.285640210602427942e+02
1.657374449445705523e+03 7.238353711657853182e+02
1.659470989980517970e+03 7.192003247034629112e+02
1.661596786202243266e+03 7.155174718130548399e+02
1.664260970492623983e+03 7.127765095443238579e+02
1.667317815970554648e+03 7.103777912971011119e+02
1.670869728144135934e+03 7.085494158139003957e+02
1.674835712937462404e+03 7.075718936407980664e+02
1.678967645230363814e+03 7.069109069418536819e+02
1.683262830447854867e+03 7.067487866769745324e+02
1.687629084268380666e+03 7.073404246591587707e+02
1.692099189343726266e+03 7.082428750262789663e+02
1.696693468374291797e+03 7.094684340339431401e+02
1.701444720294503213e+03 7.108629529195536634e+02
1.706374375954065499e+03 7.121866621351489357e+02
1.711351646272716835e+03 7.134001055594769696e+02
1.716297273698821982e+03 7.145306398768580038e+02
1.721216402534130111e+03 7.156101731369715253e+02
1.726100373295862482e+03 7.166676752949078946e+02
1.730964293483360279e+03 7.177311476532079269e+02
1.735827434967131694e+03 7.188106171753823901e+02
1.740691552276341781e+03 7.199027446946693090e+02
1.745557193529954702e+03 7.210049438046993373e+02
1.750425163770498330e+03 7.221146757547385278e+02
1.755296440027206017e+03 7.232284141602569889e+02
1.760171282465494414e+03 7.243455390942522172e+02
1.765050866396844640e+03 7.254625567925829728e+02
1.769934835426782911e+03 7.265767377723307163e+02
1.774820933920929519e+03 7.276856728403017769e+02
1.779707162968821649e+03 7.287916708212696904e+02
1.784593206834660123e+03 7.298944064226459432e+02
1.789478300400819990e+03 7.309944729531463281e+02
1.794361956745665111e+03 7.320915050095748029e+02
1.799243014487662776e+03 7.331880572177610702e+02
1.804120971462344187e+03 7.342837591083325606e+02
1.808995121180787010e+03 7.353792163768960108e+02
1.813864835209306875e+03 7.364750692325153523e+02
1.818731337311509833e+03 7.375714818692910058e+02
1.823596139604432665e+03 7.386718263864909204e+02
1.828461570289101473e+03 7.397765841424193241e+02
1.833329314890296928e+03 7.408871161757356276e+02
1.838208257265534030e+03 7.419807811035268514e+02
1.843097523031796754e+03 7.430511605727547249e+02
1.848008759805534282e+03 7.441358136941069006e+02
1.852818600606469317e+03 7.454285741323312777e+02
1.857227737123654606e+03 7.466338104805390685e+02
1.860970015778962306e+03 7.478794536602179051e+02
1.864281877056161875e+03 7.499394408215580370e+02
1.867481554728721676e+03 7.529386039825724311e+02
1.870831009008791170e+03 7.561645430254775420e+02
1.873781042899801832e+03 7.598760123002332421e+02
1.876656170203023066e+03 7.637632417038100812e+02
1.879591501956648244e+03 7.677370264047697219e+02
1.882649902733003273e+03 7.717168135025173115e+02
1.885734786562498584e+03 7.756938535727358612e+02
1.888831039674381600e+03 7.796519294762822483e+02
1.891938306882845382e+03 7.835973377345105746e+02
1.895054891727391123e+03 7.875298073914811994e+02
1.898177748287725990e+03 7.914521871522855463e+02
1.901304369339473851e+03 7.953663821982850095e+02
1.904431493134488619e+03 7.992749468584756869e+02
1.907558381328141422e+03 8.031787665233507596e+02
1.910683907982830533e+03 8.070816937525305548e+02
1.913808959349622000e+03 8.109852596239277318e+02
1.916932681316312028e+03 8.148899583356169387e+02
1.920056673764009247e+03 8.187945453120531738e+02
1.923180171014768803e+03 8.226996195983324469e+02
1.926303192584324506e+03 8.266051650858871653e+02
1.929424980581178943e+03 8.305117916649303424e+02
1.932547108172901289e+03 8.344182205606230127e+02
1.935668815088401061e+03 8.383250607210430871e+02
1.938790121877991169e+03 8.422322963169103787e+02
1.941910270683343015e+03 8.461405348060791312e+02
1.945030830393452788e+03 8.500484958278257182e+02
1.948151046824187233e+03 8.539567956199354057e+02
1.951270937893596738e+03 8.578654096222892349e+02
1.954389741309368674e+03 8.617749477515158105e+02
1.957509034967024945e+03 8.656841358387653145e+02
1.960628056807305711e+03 8.695935808500730673e+02
1.963746828290078156e+03 8.735032658434215591e+02
1.966864587697946718e+03 8.774137957295494061e+02
1.969982910547018491e+03 8.813238991063335561e+02
1.973101038919646271e+03 8.852341823500250939e+02
1.976218987366720285e+03 8.891446246742907533e+02
1.979336779666338543e+03 8.930552115287746346e+02
1.982453652591725358e+03 8.969665466651592851e+02
1.985571181819625508e+03 9.008773561602944255e+02
1.988688608697382051e+03 9.047882511925135987e+02
1.991805952567686745e+03 9.086992099517666475e+02
1.994922450960343667e+03 9.126108401231371090e+02
1.998039681650001057e+03 9.165218681402773200e+02
2.001156883237966440e+03 9.204329030142705506e+02
2.004274076993789549e+03 9.243439253189937972e+02
2.007390499779511401e+03 9.282555406686525430e+02
2.010507727687857368e+03 9.321664758871758067e+02
2.013625007210114973e+03 9.360773460414103511e+02
2.016742329425682328e+03 9.399881002460491572e+02
2.019858806596884733e+03 9.438992895668041001e+02
2.022975872144434788e+03 9.478097019943573969e+02
2.026092677688133108e+03 9.517200809739670149e+02
2.029209139140355774e+03 9.556305271538471970e+02
2.032324399591624569e+03 9.595417758385774505e+02
2.035439934812401134e+03 9.634526746378332973e+02
2.038554886951108074e+03 9.673639588772221032e+02
2.041669176020952818e+03 9.712757307031334904e+02
2.044781941501533311e+03 9.751887243178451854e+02
2.047824562350411270e+03 9.791582322678251558e+02
2.050817167876559779e+03 9.831680031811509934e+02
2.053807958312458140e+03 9.871792437127402309e+02
2.056798393049063634e+03 9.911907833212031846e+02
2.059786865568887151e+03 9.952040193515247211e+02
2.062774708157787245e+03 9.992176193533055084e+02
2.065760801504748997e+03 1.003233590077738313e+03
2.068744480679479693e+03 1.007248155654753077e+03
2.071701344124641764e+03 1.011245343728927537e+03
2.074600043234317127e+03 1.015218792069350911e+03
2.077418434197489660e+03 1.019182337045385111e+03
2.080134227527662006e+03 1.023141577317752422e+03
2.082620953609390199e+03 1.027222384097171016e+03
2.084980495261091164e+03 1.031414715938317840e+03
2.087288047831068070e+03 1.035674801580496478e+03
2.089545881531284977e+03 1.040059948281110337e+03
2.091526872089425524e+03 1.044490406729599272e+03
2.093346245463300420e+03 1.047937885883171703e+03
2.094462228495584441e+03 1.050203961425330817e+03
2.095147340827658809e+03 1.051840950321067794e+03
2.096562909185899116e+03 1.053889902751309819e+03
2.097105729630879068e+03 1.056710471175038492e+03
2.096225784632839805e+03 1.058279761204742272e+03
2.094487303990433702e+03 1.058961774829760998e+03
2.090901654960064661e+03 1.059027917376298547e+03
2.086528672731205006e+03 1.058832653648496944e+03
2.082135673084675091e+03 1.058576733067924124e+03
2.077723125614291348e+03 1.057758168866700998e+03
2.073249325383304495e+03 1.056749507781303237e+03
2.068703519426409912e+03 1.055562114632544990e+03
2.064094704847989306e+03 1.054194790407324945e+03
2.059421026287306631e+03 1.052697951799095335e+03
2.054677161557939144e+03 1.051124227844608413e+03
2.049865632684416596e+03 1.049531965012815363e+03
2.045060970714616815e+03 1.047883826317985040e+03
2.040264174755167915e+03 1.046274234001924469e+03
2.035470878579417558e+03 1.044700403989106235e+03
2.030683180380006888e+03 1.043155487750778775e+03
2.025901932875222201e+03 1.041632257869011028e+03
2.021128320744010125e+03 1.040123642224054947e+03
2.016363288345407682e+03 1.038622533225264760e+03
2.011608262188512754e+03 1.037122019050220842e+03
2.006859516745460724e+03 1.035614426637586575e+03
2.002111086141933583e+03 1.034096987131810238e+03
1.997362037896197535e+03 1.032570819530197241e+03
1.992612254733805003e+03 1.031037314050790201e+03
1.987861404993878523e+03 1.029497794464681647e+03
1.983109215557590915e+03 1.027953604410081425e+03
1.978357915528368494e+03 1.026398491255712088e+03
1.973612566408585735e+03 1.024817657637098137e+03
1.968865314615888792e+03 1.023235227505146668e+03
1.964115534500387412e+03 1.021653484951878568e+03
1.959362592285017399e+03 1.020074716955246686e+03
1.954606803928723366e+03 1.018498365368938380e+03
1.949847224020214981e+03 1.016927667560924419e+03
1.945084158362138396e+03 1.015362066899235401e+03
1.940316971208679206e+03 1.013803853838675082e+03
1.935545068816280263e+03 1.012255334372732250e+03
1.930768614956672309e+03 1.010715910861692464e+03
1.925987542564262640e+03 1.009189012242915510e+03
1.921203984088783045e+03 1.007673348751999811e+03
1.916418203158390497e+03 1.006169349602960096e+03
1.911629979018085351e+03 1.004677273883519661e+03
1.906840092831614356e+03 1.003194550558584183e+03
1.902048112431840309e+03 1.001722421867016692e+03
1.897252180534110721e+03 1.000266923167379900e+03
1.892453654273060920e+03 9.988235703128117393e+02
1.887653854307098072e+03 9.973878663468375407e+02
1.882852939020590384e+03 9.959591461285734795e+02
1.878051070889170660e+03 9.945367415338874935e+02
1.873248120202849805e+03 9.931209438231452395e+02
1.868444813789612226e+03 9.917091702392217485e+02
1.863641028304171869e+03 9.903017141351693908e+02
1.858836920995053788e+03 9.888979083134591974e+02
1.854032636906122661e+03 9.874970855283737592e+02
1.849228110142798869e+03 9.860995553956609001e+02
1.844423787566838882e+03 9.847026713378778595e+02
1.839618705471580142e+03 9.833069591057864045e+02
1.834812513130047591e+03 9.819126000297382006e+02
1.830005250610193116e+03 9.805199173367667527e+02
1.825196600151886969e+03 9.791301725367313793e+02
1.820387101419037890e+03 9.777417514099412301e+02
1.815576455975648969e+03 9.763559212273664798e+02
1.810764625836839514e+03 9.749729821145023152e+02
1.805951650669428318e+03 9.735932579033486718e+02
