x y
5.294549574624069237e+02 1.133507333898014167e+03
5.317971806291895973e+02 1.137925133792318775e+03
5.341390172981867863e+02 1.142343895881945400e+03
5.364799816792276488e+02 1.146763932841654423e+03
5.388195582190603545e+02 1.151185500428482101e+03
5.411572404619998906e+02 1.155608872039158996e+03
5.434916295203624941e+02 1.160034780806465733e+03
5.458239866301701113e+02 1.164462562597628221e+03
5.481529169174413028e+02 1.168892955332180918e+03
5.504779090536865169e+02 1.173326226962360806e+03
5.527984491698235843e+02 1.177762643048868995e+03
5.551140339633343501e+02 1.182202486153495101e+03
5.574232370478287066e+02 1.186646434239252812e+03
5.597274207762228571e+02 1.191094028228194475e+03
5.620248170800650769e+02 1.195545265427565937e+03
5.642471601013919553e+02 1.200023984735027852e+03
5.664549044007657130e+02 1.204490111816717217e+03
5.686765481302645640e+02 1.208929639478791614e+03
5.709302821683015736e+02 1.213332890902058807e+03
5.732264268929515083e+02 1.217694844019782977e+03
5.755790610380624912e+02 1.222007207130106508e+03
5.781362233088879066e+02 1.226186265098289823e+03
5.808021052706334331e+02 1.230300378095762881e+03
5.835325942833881072e+02 1.234386224294744352e+03
5.862614654345271674e+02 1.238486700048230659e+03
5.890511772337559933e+02 1.242561991097845976e+03
5.918745330209011399e+02 1.246628946516289488e+03
5.947112705313331844e+02 1.250702220474039223e+03
5.975795546124617204e+02 1.254759964052147325e+03
6.004836925126714959e+02 1.258780041839806927e+03
6.034516576848076284e+02 1.262733809294819366e+03
6.064581344014693514e+02 1.266639611739127304e+03
6.095117783330337033e+02 1.270489570243363232e+03
6.125406833299616665e+02 1.274343335227816624e+03
6.156356144965308204e+02 1.278130933573684160e+03
6.188070501736574442e+02 1.281843762625213003e+03
6.220949125171267724e+02 1.285442879692126098e+03
6.257349949619697327e+02 1.288676155470217509e+03
6.292619128894048117e+02 1.292010640173027696e+03
6.329625738093311611e+02 1.295383311080912335e+03
6.367557246037853247e+02 1.299045733619016573e+03
6.403481501807802942e+02 1.303255685080885314e+03
6.433955815668037985e+02 1.308061091799348105e+03
6.458209969372524029e+02 1.313210760529697836e+03
6.476357161799738833e+02 1.318614891365522908e+03
6.486786312843779569e+02 1.324208839052551411e+03
6.489500880119639987e+02 1.329796836846089718e+03
6.485683285057780267e+02 1.335249471796462785e+03
6.475335894645106691e+02 1.340494396878379575e+03
6.465934938454552139e+02 1.345630190899581521e+03
6.454060606398095388e+02 1.350621058703103017e+03
6.441269679040840401e+02 1.355488680952326831e+03
6.428740830636072587e+02 1.360292219447542493e+03
6.416632049915590414e+02 1.365106193698219158e+03
6.404690995320565889e+02 1.369950397091930881e+03
6.392729218962460891e+02 1.374811452881459900e+03
6.380661132714176347e+02 1.379674854824537306e+03
6.368492772277503491e+02 1.384532793347147162e+03
6.356248834943787642e+02 1.389387181749593992e+03
6.343947958273436143e+02 1.394238191467340130e+03
6.331607789067377325e+02 1.399086394439805190e+03
6.319246214896879792e+02 1.403932256137634795e+03
6.306881014348057306e+02 1.408776273404116182e+03
6.294539688727517159e+02 1.413619171208810712e+03
6.282220634151033209e+02 1.418460948393902527e+03
6.269951254090069597e+02 1.423302344350759995e+03
6.257749379946584440e+02 1.428143812521024984e+03
6.245632440578681326e+02 1.432985953806582074e+03
6.233619161034936269e+02 1.437828833092052719e+03
6.221721713664686604e+02 1.442676454466146424e+03
6.209858700727520500e+02 1.447532342814329240e+03
6.197957053037828246e+02 1.452395547662270928e+03
6.185936203913918234e+02 1.457263677380462013e+03
6.173714336575430934e+02 1.462134692071981590e+03
6.161210103228264643e+02 1.467006211611365870e+03
6.148339343388571478e+02 1.471876794607363081e+03
6.135179180279751563e+02 1.476721484221612400e+03
6.122171074716457042e+02 1.481521010329964838e+03
6.109818011858604905e+02 1.486285283150267787e+03
6.097268258114123682e+02 1.490995574387179431e+03
6.085319939502622901e+02 1.495683121768963701e+03
6.076153440891603168e+02 1.500400227376137991e+03
6.070918583262088077e+02 1.505156700859071407e+03
6.069950761347951129e+02 1.509899921397016897e+03
6.076239017405735012e+02 1.514501498798508692e+03
6.086490594492505579e+02 1.518836216790476783e+03
6.093822065894853495e+02 1.523143008862690976e+03
6.107106105123027646e+02 1.527412632542061374e+03
6.129485981720937389e+02 1.531401702323654263e+03
6.157548859386923823e+02 1.535098313050719753e+03
6.186207449731880388e+02 1.538760808702427539e+03
6.217694335277268465e+02 1.542191009317432190e+03
6.250874515401065992e+02 1.545486656647387463e+03
6.286852600059149836e+02 1.548512144058207468e+03
6.324514278014943329e+02 1.551377292153357303e+03
6.365732622855211957e+02 1.553743077753588523e+03
6.408865516267014755e+02 1.555762192917817629e+03
6.452585223991579824e+02 1.557613373960753052e+03
6.496041943096180376e+02 1.559492359713587120e+03
6.541014298881613058e+02 1.560864013208125698e+03
6.586665730793775992e+02 1.561788506696894046e+03
6.632591420333193355e+02 1.562153568945401730e+03
6.678089985587706678e+02 1.562172485919018527e+03
6.723419530386964880e+02 1.561996923322441262e+03
6.768707756808094018e+02 1.561320505787955653e+03
6.814946257481294651e+02 1.560629222182622925e+03
6.858441385975465892e+02 1.558883031185759592e+03
6.900316526354284861e+02 1.556746601457231918e+03
6.942498977526630597e+02 1.554532538644470378e+03
6.984576724822136384e+02 1.552093414274431098e+03
7.026671024620077333e+02 1.549521582827645716e+03
7.068523825707156902e+02 1.546885087121084098e+03
7.109969578715122225e+02 1.544191860251813750e+03
7.151031465367016153e+02 1.541441373730038777e+03
7.191672209703231147e+02 1.538632206814570736e+03
7.232063257603921329e+02 1.535789874539736729e+03
7.272143460419219991e+02 1.532906091131093717e+03
7.311762663687507029e+02 1.529961707942163912e+03
7.350740620118143624e+02 1.526936079391983412e+03
7.388852512270523221e+02 1.523805739648446888e+03
7.426434692374846236e+02 1.520616360429812175e+03
7.463323988025545077e+02 1.517351174246237406e+03
7.499373236659780559e+02 1.513997351660248796e+03
7.534823481378721226e+02 1.510585216418173331e+03
7.570086028217478997e+02 1.507152943424539217e+03
7.605587231650704325e+02 1.503734058362581436e+03
7.640653826575145331e+02 1.500257583738680296e+03
7.675346662491162988e+02 1.496730448076319135e+03
7.709544244424716908e+02 1.493142542862024357e+03
7.743274845178316355e+02 1.489498553979461576e+03
7.776761552055786524e+02 1.485820464463202825e+03
7.810053384914147045e+02 1.482113778029000059e+03
7.843199622500978876e+02 1.478384014202234994e+03
7.876242190611321803e+02 1.474636059086833939e+03
7.909245999604261215e+02 1.470876768170533524e+03
7.942253040477062314e+02 1.467111104359878709e+03
7.975315296250988695e+02 1.463344445581169566e+03
8.008474787831181629e+02 1.459583222238405369e+03
8.041730077482909564e+02 1.455833321596974656e+03
8.075053218610967178e+02 1.452094587072026343e+03
8.108452867480204986e+02 1.448366693558578845e+03
8.141912313876543976e+02 1.444647657790651920e+03
8.175423127058377304e+02 1.440936072632636524e+03
8.208976681164143656e+02 1.437230554810238573e+03
8.242564447138918240e+02 1.433529711161458181e+03
8.276170432758929110e+02 1.429831487585640843e+03
8.309800979615246206e+02 1.426135829633337380e+03
8.343440016597619433e+02 1.422440695579718522e+03
8.377079546366761633e+02 1.418744638979871524e+03
8.410709108480125451e+02 1.415046492217740706e+03
8.444327564173061091e+02 1.411344051325180317e+03
8.477883968046244263e+02 1.407638638903990341e+03
8.511169007045740500e+02 1.403931518075059557e+03
8.543832274790088377e+02 1.400205696849676315e+03
8.575679222009821387e+02 1.396426452726934258e+03
8.605525074558584038e+02 1.392642641196794330e+03
8.631866421982952033e+02 1.389035361421228799e+03
8.643281011454741929e+02 1.385230085703834447e+03
8.642031582093678708e+02 1.381474533568185052e+03
8.639549380138396373e+02 1.377386152664249948e+03
8.624482316163125688e+02 1.373177182294283739e+03
8.604515549349400771e+02 1.369161907894841079e+03
8.578255059553996489e+02 1.365577009956017946e+03
8.546641316546808866e+02 1.362122081571350463e+03
8.509076512226998830e+02 1.358746174527201447e+03
8.472212443039219352e+02 1.354628142270093349e+03
8.438763426936711767e+02 1.349469149035577175e+03
8.428126922260498759e+02 1.343328686250022656e+03
8.437338854128342973e+02 1.337700348690997316e+03
8.449334284323529118e+02 1.332554169085510239e+03
8.462969614958112743e+02 1.327555172708713599e+03
8.476134286971655456e+02 1.322682264896172910e+03
8.488761866903336113e+02 1.317866572902687494e+03
8.500828643934989941e+02 1.313038938566867273e+03
8.512476937563012598e+02 1.308200212309629023e+03
8.523839625848160040e+02 1.303351154332005535e+03
8.535050127350282310e+02 1.298492620338819506e+03
8.546252987302443671e+02 1.293625415760249325e+03
8.557560917550292743e+02 1.288751004323381949e+03
8.569052278093738551e+02 1.283877137277347629e+03
8.580694700587373518e+02 1.279008246282900927e+03
8.592465036115834209e+02 1.274143409052860989e+03
8.604309404272081565e+02 1.269281650946133141e+03
8.616203571951311915e+02 1.264422533825944811e+03
8.628113526383272074e+02 1.259565436934801710e+03
8.640005307975886808e+02 1.254709726041139220e+03
8.651854749738402006e+02 1.249855005521872727e+03
8.663608586785917396e+02 1.245000181002816589e+03
8.675242857847235882e+02 1.240144812913752503e+03
8.686723380227422240e+02 1.235288475103543078e+03
8.698028013451846618e+02 1.230430024832856816e+03
8.709097125512516868e+02 1.225571197056338406e+03
8.719973110111952792e+02 1.220695039630370729e+03
8.731097874482508132e+02 1.215778366656466687e+03
8.743145727870796691e+02 1.210830023638525745e+03
8.756801818946042886e+02 1.205871855123980367e+03
8.772747053994831958e+02 1.200916405305813896e+03
8.792183755635720672e+02 1.196016784930426411e+03
8.818815934508172631e+02 1.191386479106961360e+03
8.845914017978183210e+02 1.186716706995854111e+03
8.878737264768553814e+02 1.182388337909076199e+03
8.918012164660639201e+02 1.178660686478660637e+03
8.957693173538773408e+02 1.175046342745385573e+03
8.998588724843411910e+02 1.171539243152205472e+03
9.043988818319442089e+02 1.168528424113648725e+03
9.095987125175622623e+02 1.166655259672872262e+03
9.149200425212122809e+02 1.165329001057954883e+03
9.202096528050059305e+02 1.164535112568293243e+03
9.253692407452404041e+02 1.164086145518088415e+03
9.303342377296985433e+02 1.163672645990477122e+03
9.351966816194500325e+02 1.163078993385328658e+03
9.401096861796612529e+02 1.162342008548666399e+03
9.450914007431435948e+02 1.161577002060652376e+03
9.501041508766511470e+02 1.160897655805900285e+03
9.550848796257581625e+02 1.160312950502249805e+03
9.600308147946487907e+02 1.159783389979333379e+03
9.649494078239683859e+02 1.159264771608493902e+03
9.698462830313238783e+02 1.158716926264297399e+03
9.747283416546022181e+02 1.158100336340467265e+03
9.796024500065310576e+02 1.157373179562529913e+03
9.844346700811104256e+02 1.156405479431685762e+03
9.891313361673804820e+02 1.155087066336195448e+03
9.938507854496622258e+02 1.154184452851415244e+03
9.983692515631742026e+02 1.152873278482778005e+03
1.002300080683049032e+03 1.150518457372634657e+03
1.005878060018883502e+03 1.147951686685773666e+03
1.009319453126727694e+03 1.145369249417213723e+03
1.012221269636879128e+03 1.142128230701403027e+03
1.015329722830274136e+03 1.138874129995416752e+03
1.017848614875459248e+03 1.135025259655018544e+03
1.019770206209421531e+03 1.130779159844792957e+03
1.021148395750596706e+03 1.126312942975877831e+03
1.022187580625344935e+03 1.121792449225261407e+03
1.022699116923712950e+03 1.117237797925859923e+03
1.022837334518172838e+03 1.112660595588773276e+03
1.022895285814469162e+03 1.107998448461284170e+03
1.022305325839833245e+03 1.103283324693348732e+03
1.021590171845187228e+03 1.098491495743270661e+03
1.020726774209603832e+03 1.093632545793382860e+03
1.019796425539121628e+03 1.088702612043977297e+03
1.018881442262387736e+03 1.083725714443047309e+03
1.018014933550225123e+03 1.078747304666442687e+03
1.017189917897465648e+03 1.073779834505641020e+03
1.016392265962381771e+03 1.068822016828807136e+03
1.015612442340471375e+03 1.063875363412299748e+03
1.014836852777685067e+03 1.058940922716555633e+03
1.014056041400762751e+03 1.054019890873296390e+03
1.013257243435248483e+03 1.049107883839540591e+03
1.012441028214743028e+03 1.044197096564879530e+03
1.011608737705340332e+03 1.039286142609478702e+03
1.010765816357060430e+03 1.034373854736552403e+03
1.009913729372445232e+03 1.029459499001918175e+03
1.009057906589313120e+03 1.024541733563872640e+03
1.008200820706240052e+03 1.019619707134949181e+03
1.007344955664544159e+03 1.014692570304497167e+03
1.006495757704397874e+03 1.009758971362116654e+03
1.005654735144909068e+03 1.004818231815314221e+03
1.004827347241088319e+03 9.998689832141628813e+02
1.004015129451471239e+03 9.949106174237765572e+02
1.003223510740505958e+03 9.899415034760161234e+02
1.002454196089129596e+03 9.849620592875032798e+02
1.001714766042136262e+03 9.799565618021316595e+02
